Make,Model,Cylinder,Trans as listed in FE Guide (derived from col AA thru AF),CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
Porsche,Macan S,6,Auto(AM-S7),17,23,19,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,31,Small SUV 4WD,5/9/2014,517,388,459
Porsche,Macan Turbo,6,Auto(AM-S7),17,23,19,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,31,Small SUV 4WD,5/9/2014,537,382,467
Scion,FR-S,4,Auto(S6),25,34,28,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2050,2,Minicompact Cars,5/22/2014,361,264,317
Scion,FR-S,4,Manual(M6),22,30,25,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2300,2300,2,Minicompact Cars,5/22/2014,411,297,360
Scion,tC,4,Auto(S6),23,31,26,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,4,Compact Cars,5/30/2014,384,284,339
Scion,tC,4,Manual(M6),23,31,26,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,4,Compact Cars,5/30/2014,381,287,339
Subaru,BRZ,4,Auto(S6),25,34,28,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2050,2,Minicompact Cars,4/7/2014,361,264,317
Subaru,BRZ,4,Manual(M6),22,30,25,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2300,2300,2,Minicompact Cars,4/7/2014,411,298,360
Subaru,WRX,4,Auto(AV-S8),19,25,21,TC,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,4,Compact Cars,1/17/2014,454,346,405
Subaru,WRX,4,Manual(M6),21,28,24,TC,Turbocharged,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2400,2400,4,Compact Cars,1/17/2014,419,313,371
Subaru,WRX,4,Manual(M6),17,23,19,TC,Turbocharged,Manual,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,4,Compact Cars,1/17/2014,520,383,458
Subaru,LEGACY,4,Auto(AV-S6),26,36,30,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,6/16/2014,341,246,298
Subaru,LEGACY,6,Auto(AV-S6),20,29,23,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,5,Midsize Cars,6/16/2014,448,308,385
Subaru,FORESTER,4,Auto(AV-S8),23,28,25,TC,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2300,2300,31,Small SUV 4WD,2/3/2014,384,323,357
Subaru,FORESTER,4,Auto(AV-S6),24,32,27,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1950,1950,31,Small SUV 4WD,2/3/2014,365,283,328
Subaru,FORESTER,4,Manual(M6),22,29,25,NA,Naturally Aspirated,Manual,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2100,2100,31,Small SUV 4WD,2/3/2014,404,310,362
Subaru,OUTBACK,4,Auto(AV-S6),25,33,28,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1900,1900,31,Small SUV 4WD,6/2/2014,353,269,315
Subaru,OUTBACK,6,Auto(AV-S6),20,27,22,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,6/2/2014,453,326,396
Volkswagen,GTI,4,Auto(AM-S6),25,33,28,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,4,Compact Cars,4/1/2014,358,271,319
Volkswagen,GTI,4,Manual(M6),25,34,28,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,4,Compact Cars,4/1/2014,355,258,311
Volkswagen,Passat,6,Auto(AM-S6),20,28,23,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2500,2500,5,Midsize Cars,5/26/2014,449,319,390
Volvo,S60 AWD,5,Auto(S6),20,29,23,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,4,Compact Cars,1/3/2014,432,306,375
Volvo,S60 AWD,6,Auto(S6),19,28,22,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,4,Compact Cars,1/3/2014,461,317,396
Volvo,S60 FWD,4,Auto(S8),25,37,29,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,4,Compact Cars,1/3/2014,357,243,306
Volvo,S60 FWD,4,Auto(S8),24,35,28,TS,Turbocharged+Supercharged,Semi-Automatic,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),2050,2050,4,Compact Cars,1/3/2014,377,257,323
Volvo,S60 PoleStar AWD,6,Auto(S6),18,27,21,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,4,Compact Cars,5/2/2014,478,323,408
Volvo,S80 AWD,6,Auto(S6),19,28,22,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,1/3/2014,461,317,396
Volvo,S80 FWD,4,Auto(S8),25,37,29,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,1/3/2014,357,243,306
Volvo,V60 AWD,5,Auto(S6),20,29,23,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,7,Small Station Wagons,1/3/2014,432,306,375
Volvo,V60 AWD,6,Auto(S6),19,28,22,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,7,Small Station Wagons,1/3/2014,461,317,396
Volvo,V60 FWD,4,Auto(S8),25,37,29,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,7,Small Station Wagons,1/3/2014,357,243,306
Volvo,V60 PoleStar AWD,6,Auto(S6),18,27,21,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,7,Small Station Wagons,5/2/2014,478,323,408
Volvo,XC60 FWD,4,Auto(S8),24,31,27,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,30,Small SUV 2WD,1/3/2014,371,287,333
Volvo,XC60 FWD,4,Auto(S8),22,30,25,TS,Turbocharged+Supercharged,Semi-Automatic,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),2300,2300,30,Small SUV 2WD,1/3/2014,407,293,356
Volvo,XC70 FWD,4,Auto(S8),24,31,27,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,30,Small SUV 2WD,1/3/2014,371,287,333
Volvo,XC60 AWD,5,Auto(S6),18,25,21,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,6/2/2014,481,346,420
Volvo,XC60 AWD,6,Auto(S6),17,24,20,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,1/3/2014,496,358,434
Volvo,XC60 AWD,6,Auto(S6),18,25,20,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,1/3/2014,492,352,429
Volvo,XC70 AWD,6,Auto(S6),17,24,20,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,1/3/2014,496,358,434
Volvo,XC70 AWD,6,Auto(S6),18,25,21,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,1/3/2014,482,343,420
